"DATA";"SISTEMA";"TOTAL_PAX_TRANSPORTADO"
2021-09-30;"SPPO";1896185
2021-10-01;"SPPO";1927476
2021-10-02;"SPPO";1203550
2021-10-03;"SPPO";688654
2021-10-04;"SPPO";1878675
2021-10-05;"SPPO";1876932
2021-10-06;"SPPO";1961329
2021-10-07;"SPPO";1932968
2021-10-08;"SPPO";1932227
2021-10-09;"SPPO";1208653
2021-10-10;"SPPO";633375
2021-10-11;"SPPO";1498433
2021-10-12;"SPPO";776157
2021-10-13;"SPPO";1970065
2021-10-14;"SPPO";1959137
2021-10-15;"SPPO";1854337
2021-10-16;"SPPO";1184899
2021-10-17;"SPPO";644135
2021-10-18;"SPPO";1401370
2021-10-19;"SPPO";1864398
2021-10-20;"SPPO";1800369
2021-10-21;"SPPO";1945605
2021-10-22;"SPPO";1957532
2021-10-23;"SPPO";1238098
2021-10-24;"SPPO";632025
2021-10-25;"SPPO";1908043
2021-10-26;"SPPO";1992511
2021-10-27;"SPPO";2003876
2021-10-28;"SPPO";1974018
2021-10-29;"SPPO";1967780
2021-10-30;"SPPO";1214171
2021-10-31;"SPPO";641034
2021-11-01;"SPPO";1403039
2021-11-02;"SPPO";755136
2021-11-03;"SPPO";2091230
2021-11-04;"SPPO";2099839
2021-11-05;"SPPO";2120851
2021-11-06;"SPPO";1290342
2021-11-07;"SPPO";738236
2021-11-08;"SPPO";2062531
2021-11-09;"SPPO";2084286
2021-11-10;"SPPO";2100274
2021-11-11;"SPPO";2023527
2021-11-12;"SPPO";2000722
2021-11-13;"SPPO";1243654
2021-11-14;"SPPO";748134
2021-11-15;"SPPO";849354
2021-11-16;"SPPO";2122667
2021-11-17;"SPPO";2114824
2021-11-18;"SPPO";2073853
2021-11-19;"SPPO";1949193
2021-11-20;"SPPO";986243
2021-11-21;"SPPO";714744
2021-11-22;"SPPO";2038480
2021-11-23;"SPPO";2075601
2021-11-24;"SPPO";2066689
2021-11-25;"SPPO";2051696
2021-11-26;"SPPO";2023964
2021-11-27;"SPPO";1201257
2021-11-28;"SPPO";706036
2021-11-29;"SPPO";1960556
2021-11-30;"SPPO";1960632
2021-12-01;"SPPO";2028298
2021-12-02;"SPPO";2050196
2021-12-03;"SPPO";2045152
2021-12-04;"SPPO";1284269
2021-12-05;"SPPO";771871
2021-12-06;"SPPO";2009725
2021-12-07;"SPPO";1952705
2021-12-08;"SPPO";1969000
2021-12-09;"SPPO";2039818
2021-12-10;"SPPO";2051228
2021-12-11;"SPPO";1335990
2021-12-12;"SPPO";746521
2021-12-13;"SPPO";1972090
2021-12-14;"SPPO";2000581
2021-12-15;"SPPO";2019547
2021-12-16;"SPPO";1997714
2021-12-17;"SPPO";1965511
2021-12-18;"SPPO";1320944
2021-12-19;"SPPO";809234
2021-12-20;"SPPO";2002201
2021-12-21;"SPPO";2014635
2021-12-22;"SPPO";1989632
2021-12-23;"SPPO";1841329
2021-12-24;"SPPO";1134794
2021-12-25;"SPPO";476672
2021-12-26;"SPPO";727710
2021-12-27;"SPPO";1665797
2021-12-28;"SPPO";1754139
2021-12-29;"SPPO";1755857
2021-12-30;"SPPO";1641481
2021-12-31;"SPPO";1047469
2022-01-01;"SPPO";421873
2022-01-02;"SPPO";601283
2022-01-03;"SPPO";1615475
2022-01-04;"SPPO";1698771
2022-01-05;"SPPO";1712749
2022-01-06;"SPPO";1698611
2022-01-07;"SPPO";1586977
2022-01-08;"SPPO";991112
2022-01-09;"SPPO";592573
2022-01-10;"SPPO";1678036
2022-01-11;"SPPO";1609063
2022-01-12;"SPPO";1641939
2022-01-13;"SPPO";1627639
2022-01-14;"SPPO";1624254
2022-01-15;"SPPO";1055963
2022-01-16;"SPPO";632508
2022-01-17;"SPPO";1628448
2022-01-18;"SPPO";1653735
2022-01-19;"SPPO";1690146
2022-01-20;"SPPO";898617
2022-01-21;"SPPO";1580502
2022-01-22;"SPPO";1108747
2022-01-23;"SPPO";714021
2022-01-24;"SPPO";1705943
2022-01-25;"SPPO";1749183
2022-01-26;"SPPO";1747418
2022-01-27;"SPPO";1742490
2022-01-28;"SPPO";1724193
2022-01-29;"SPPO";1089488
2022-01-30;"SPPO";613113
2022-01-31;"SPPO";1693967
2022-02-01;"SPPO";1786132
2022-02-02;"SPPO";1828715
2022-02-03;"SPPO";1853675
2022-02-04;"SPPO";1888418
2022-02-05;"SPPO";1198375
2022-02-06;"SPPO";709231
2022-02-07;"SPPO";1886924
2022-02-08;"SPPO";1906550
2022-02-09;"SPPO";1951170
2022-02-10;"SPPO";1963281
2022-02-11;"SPPO";1953838
2022-02-12;"SPPO";1151726
2022-02-13;"SPPO";688902
2022-02-14;"SPPO";1953787
2022-02-15;"SPPO";1994228
2022-02-16;"SPPO";1999089
2022-02-17;"SPPO";1990351
2022-02-18;"SPPO";1912648
2022-02-19;"SPPO";1143025
2022-02-20;"SPPO";651986
2022-02-21;"SPPO";1926586
2022-02-22;"SPPO";2001347
2022-02-23;"SPPO";1997368
2022-02-24;"SPPO";1976575
2022-02-25;"SPPO";1933303
2022-02-26;"SPPO";1123650
2022-02-27;"SPPO";681912
2022-02-28;"SPPO";1038229
2022-03-01;"SPPO";774468
2022-03-02;"SPPO";1302260
2022-03-03;"SPPO";1859522
2022-03-04;"SPPO";1881506
2022-03-05;"SPPO";1189198
2022-03-06;"SPPO";716640
2022-03-07;"SPPO";2027063
2022-03-08;"SPPO";2070190
2022-03-09;"SPPO";2084137
2022-03-10;"SPPO";2064464
2022-03-11;"SPPO";2039436
2022-03-12;"SPPO";1194842
2022-03-13;"SPPO";683696
2022-03-14;"SPPO";1994259
2022-03-15;"SPPO";2053440
2022-03-16;"SPPO";2058101
2022-03-17;"SPPO";2053096
2022-03-18;"SPPO";2039067
2022-03-19;"SPPO";1199011
2022-03-20;"SPPO";653404
2022-03-21;"SPPO";1927740
2022-03-22;"SPPO";2035969
2022-03-23;"SPPO";2072904
2022-03-24;"SPPO";2058834
2022-03-25;"SPPO";2035958
2022-03-26;"SPPO";1162353
2022-03-27;"SPPO";658376
2022-03-28;"SPPO";2005498
2022-03-29;"SPPO";1116114
2022-03-30;"SPPO";2003782
2022-03-31;"SPPO";1996045
2022-04-01;"SPPO";1909186
2022-04-02;"SPPO";1041903
2022-04-03;"SPPO";640393
2022-04-04;"SPPO";2061023
2022-04-05;"SPPO";2110845
2022-04-06;"SPPO";2086386
2022-04-07;"SPPO";2118933
2022-04-08;"SPPO";2113297
2022-04-09;"SPPO";1229756
2022-04-10;"SPPO";692166
2022-04-11;"SPPO";2091448
2022-04-12;"SPPO";2152097
2022-04-13;"SPPO";2164489
2022-04-14;"SPPO";1807911
2022-04-15;"SPPO";724687
2022-04-16;"SPPO";1098845
2022-04-17;"SPPO";656174
2022-04-18;"SPPO";2039051
2022-04-19;"SPPO";2096616
2022-04-20;"SPPO";1812560
2022-04-21;"SPPO";771780
2022-04-22;"SPPO";1306707
2022-04-23;"SPPO";834517
2022-04-24;"SPPO";630354
2022-04-25;"SPPO";2017664
2022-04-26;"SPPO";2078739
2022-04-27;"SPPO";2092169
2022-04-28;"SPPO";2076852
2022-04-29;"SPPO";2008499
2022-04-30;"SPPO";934880
2022-05-01;"SPPO";686413
2022-05-02;"SPPO";2045274
2022-05-03;"SPPO";2131127
2022-05-04;"SPPO";2125107
2022-05-05;"SPPO";2182980
2022-05-06;"SPPO";2153334
2022-05-07;"SPPO";1283860
2022-05-08;"SPPO";706507
2022-05-09;"SPPO";2081477
2022-05-10;"SPPO";2171440
2022-05-11;"SPPO";2166695
2022-05-12;"SPPO";2056276
2022-05-13;"SPPO";2085733
2022-05-14;"SPPO";1209098
2022-05-15;"SPPO";659851
2022-05-16;"SPPO";2011891
2022-05-17;"SPPO";2100591
2022-05-18;"SPPO";2122990
2022-05-19;"SPPO";2066491
2022-05-20;"SPPO";2010503
2022-05-21;"SPPO";1167113
2022-05-22;"SPPO";665202
2022-05-23;"SPPO";2049391
2022-05-24;"SPPO";2092663
2022-05-25;"SPPO";2050554
2022-05-26;"SPPO";2107229
2022-05-27;"SPPO";2067365
2022-05-28;"SPPO";1179515
2022-05-29;"SPPO";684130
2022-05-30;"SPPO";2029879
2022-05-31;"SPPO";2056573
2022-06-01;"SPPO";2098378
2022-06-02;"SPPO";2081767
2022-06-03;"SPPO";2020662
2022-06-04;"SPPO";1079720
2022-06-05;"SPPO";663000
2022-06-06;"SPPO";2071210
2022-06-07;"SPPO";2129127
2022-06-08;"SPPO";2113134
2022-06-09;"SPPO";2078496
2022-06-10;"SPPO";2041699
2022-06-11;"SPPO";1103666
2022-06-12;"SPPO";648316
2022-06-13;"SPPO";2040856
2022-06-14;"SPPO";1947983
2022-06-15;"SPPO";2108216
2022-06-16;"SPPO";814505
2022-06-17;"SPPO";1608980
2022-06-18;"SPPO";1063975
2022-06-19;"SPPO";566931
2022-06-20;"SPPO";2052140
2022-06-21;"SPPO";2127365
2022-06-22;"SPPO";2135861
2022-06-23;"SPPO";2118256
2022-06-24;"SPPO";2095122
2022-06-25;"SPPO";1179316
2022-06-26;"SPPO";613915
2022-06-27;"SPPO";2019947
2022-06-28;"SPPO";2100641
2022-06-29;"SPPO";2111131
2022-06-30;"SPPO";2097503
2022-07-01;"SPPO";2079478
2022-07-02;"SPPO";1227788
2022-07-03;"SPPO";718644
2022-07-04;"SPPO";2029540
2022-07-05;"SPPO";2074097
2022-07-06;"SPPO";2104675
2022-07-07;"SPPO";2055326
2022-07-08;"SPPO";2009198
2022-07-09;"SPPO";1249212
2022-07-10;"SPPO";730061
2022-07-11;"SPPO";1929615
2022-07-12;"SPPO";1965789
2022-07-13;"SPPO";1784683
2022-07-14;"SPPO";1904531
2022-07-15;"SPPO";1945742
2022-07-16;"SPPO";1203742
2022-07-17;"SPPO";703317
2022-07-18;"SPPO";1811977
2022-07-19;"SPPO";1897210
2022-07-20;"SPPO";1898411
2022-07-21;"SPPO";1873480
2022-07-22;"SPPO";1873775
2022-07-23;"SPPO";1197640
2022-07-24;"SPPO";721958
2022-07-25;"SPPO";1878216
2022-07-26;"SPPO";1993127
2022-07-27;"SPPO";2026598
2022-07-28;"SPPO";1999441
2022-07-29;"SPPO";1905216
2022-07-30;"SPPO";1151156
2022-07-31;"SPPO";653112
2022-08-01;"SPPO";2035639
2022-08-02;"SPPO";2118801
2022-08-03;"SPPO";2126486
2022-08-04;"SPPO";2141690
2022-08-05;"SPPO";2100917
2022-08-06;"SPPO";1193270
2022-08-07;"SPPO";693204
2022-08-08;"SPPO";2035316
2022-08-09;"SPPO";2100330
2022-08-10;"SPPO";2021753
2022-08-11;"SPPO";1938165
2022-08-12;"SPPO";2078484
2022-08-13;"SPPO";1240267
2022-08-14;"SPPO";723201
2022-08-15;"SPPO";2075919
2022-08-16;"SPPO";2153574
2022-08-17;"SPPO";2154488
2022-08-18;"SPPO";2143987
2022-08-19;"SPPO";1887281
2022-08-20;"SPPO";1103247
2022-08-21;"SPPO";638291
2022-08-22;"SPPO";2076192
2022-08-23;"SPPO";2130066
2022-08-24;"SPPO";2103701
2022-08-25;"SPPO";2127364
2022-08-26;"SPPO";2083065
2022-08-27;"SPPO";1204806
2022-08-28;"SPPO";723128
2022-08-29;"SPPO";1920355
2022-08-30;"SPPO";2048876
2022-08-31;"SPPO";2135276
